Ansatz N 31.622776601683803
001, -0.42328372, 0.03723091, 5.50196437e-13
002, -0.57578877, 0.07182655, 5.31729071e-13
003, -0.60175472, 0.09687176, 5.12788515e-13
004, -0.54100099, 0.11500516, 7.86143030e-11
005, -0.41528675, 0.12816450, 1.05660284e-08
006, -0.23913221, 0.13765270, 1.48621503e-10
007, -0.02319997, 0.14436803, 8.80999209e-13
008, 0.22424009, 0.14895043, 8.98084576e-12
009, 0.49654890, 0.15186903, 2.43030153e-11
010, 0.78827220, 0.15347616, 1.30704699e-09
011, 1.09485644, 0.15404162, 1.57891541e-10
012, 1.41245633, 0.15377548, 3.99086544e-10
013, 1.73779791, 0.15284349, 7.31112027e-09
014, 2.06807742, 0.15137796, 2.51946637e-08
015, 2.40088426, 0.14948552, 2.37858308e-08
016, 2.73414069, 0.14725276, 2.24735846e-08
017, 3.06605373, 0.14475053, 2.97207688e-08
018, 3.39507611, 0.14203709, 2.02768163e-08
019, 3.71987394, 0.13916058, 1.94782049e-08
020, 4.03929979, 0.13616093, 1.84987024e-08
021, 4.35236986, 0.13307136, 1.84975324e-08
022, 4.65824459, 0.12991958, 4.00521847e-08
023, 4.95621183, 0.12672871, 5.78762707e-08
024, 5.24567242, 0.12351808, 7.02319316e-08
025, 5.52612751, 0.12030383, 8.19436526e-08
026, 5.79716745, 0.11709943, 2.09979342e-08
027, 6.05846204, 0.11391612, 5.24437083e-08
028, 6.30975185, 0.11076321, 6.16657294e-08
029, 6.55084054, 0.10764842, 1.07550599e-08
030, 6.78158803, 0.10457811, 6.54729573e-08
031, 7.00190435, 0.10155744, 1.34422553e-08
032, 7.21174417, 0.09859061, 8.96079784e-09
033, 7.41110185, 0.09568097, 3.13228290e-08
034, 7.60000703, 0.09283111, 6.55144259e-08
035, 7.77852061, 0.09004305, 2.16683674e-08
036, 7.94673118, 0.08731824, 7.06732976e-09
037, 8.10475169, 0.08465771, 6.88327085e-09
038, 8.25271659, 0.08206206, 6.88697710e-09
039, 8.39077907, 0.07953160, 6.84107627e-09
040, 8.51910872, 0.07706634, 6.71535171e-09
041, 8.63788927, 0.07466605, 7.68163176e-09
042, 8.74731666, 0.07233030, 1.02306868e-08
043, 8.84759718, 0.07005849, 1.78750553e-08
044, 8.93894590, 0.06784986, 3.67339974e-08
045, 9.02158513, 0.06570354, 6.00006430e-08
046, 9.09574311, 0.06361858, 8.47002516e-08
047, 9.16165278, 0.06159391, 1.10529474e-07
048, 9.21955070, 0.05962841, 6.70958321e-08
049, 9.26967601, 0.05772092, 5.55243756e-08
050, 9.31226958, 0.05587021, 7.08511754e-08
051, 9.34757318, 0.05407504, 4.97444977e-08
052, 9.37582872, 0.05233414, 1.18721926e-07
053, 9.39727763, 0.05064622, 5.69937380e-08
054, 9.41216027, 0.04900999, 3.76277146e-08
055, 9.42071536, 0.04742416, 4.47853191e-08
056, 9.42317955, 0.04588741, 5.15457529e-08
057, 9.41978698, 0.04439847, 1.16360059e-07
058, 9.41076890, 0.04295605, 1.33264978e-08
059, 9.39635337, 0.04155889, 3.16640504e-08
060, 9.37676494, 0.04020572, 6.83269309e-08
061, 9.35222439, 0.03889532, 8.82000618e-09
062, 9.32294855, 0.03762647, 4.74474394e-09
063, 9.28915007, 0.03639797, 9.15207674e-08
064, 9.25103728, 0.03520865, 1.87180039e-08
065, 9.20881404, 0.03405736, 3.53257512e-08
066, 9.16267965, 0.03294297, 9.15962140e-08
067, 9.11282873, 0.03186437, 1.00277047e-07
068, 9.05945117, 0.03082050, 5.42955074e-08
069, 9.00273208, 0.02981029, 2.58509982e-08
070, 8.94285172, 0.02883273, 2.56055001e-08
071, 8.87998551, 0.02788680, 9.56258010e-08
072, 8.81430400, 0.02697153, 1.75694623e-09
073, 8.74597290, 0.02608598, 3.86563658e-08
074, 8.67515305, 0.02522921, 1.10612443e-07
075, 8.60200049, 0.02440033, 1.49384774e-08
076, 8.52666647, 0.02359846, 8.33701078e-09
077, 8.44929749, 0.02282274, 6.72172341e-08
078, 8.37003532, 0.02207236, 1.09942763e-07
079, 8.28901714, 0.02134650, 5.67823697e-08
080, 8.20637549, 0.02064438, 4.01148344e-08
081, 8.12223843, 0.01996525, 3.57311750e-09
082, 8.03672954, 0.01930838, 7.56353110e-09
083, 7.94996804, 0.01867303, 4.49400498e-08
084, 7.86206884, 0.01805853, 9.46621176e-09
085, 7.77314262, 0.01746421, 3.49678960e-09
086, 7.68329595, 0.01688940, 1.05309184e-08
087, 7.59263132, 0.01633348, 3.75994333e-08
088, 7.50124724, 0.01579584, 6.70070333e-08
089, 7.40923837, 0.01527589, 7.08465550e-08
090, 7.31669555, 0.01477304, 5.39183320e-08
091, 7.22370593, 0.01428674, 7.24240407e-08
092, 7.13035304, 0.01381646, 8.15476086e-08
093, 7.03671689, 0.01336166, 7.45797697e-08
094, 6.94287404, 0.01292185, 9.32076835e-08
095, 6.84889773, 0.01249653, 4.63740642e-08
096, 6.75485792, 0.01208523, 8.98281600e-08
097, 6.66082141, 0.01168749, 6.90992087e-08
098, 6.56685193, 0.01130286, 8.14553737e-08
099, 6.47301023, 0.01093092, 7.97745650e-08
100, 6.37935413, 0.01057125, 4.29914754e-08
101, 6.28593864, 0.01022344, 6.30464554e-08
102, 6.19281606, 0.00988710, 6.75923137e-08
